Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,LogSalary
Law,Biologist,59.0,Male,30.0,Bachelor's,Low,4.0,4.0,17.0,89129.0,7.0,0.0,5.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,4.950019033899987
Biology,Mechanical Engineer,44.0,Male,25.0,Bachelor's,High,5.0,4.0,18.0,89343.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,4.9510605313188405
Psychology,Lawyer,27.0,Male,33.0,Bachelor's,High,4.0,4.0,5.0,51232.0,7.0,0.0,10.0,0.0,1.0,0.0,7.0,0.0,5.0,1.0,4.709541310239206
Education,Biologist,30.0,Male,33.0,Master's,High,4.0,10.0,12.0,143026.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,5.155414992920584
Arts,Biologist,25.0,Male,36.0,High School,High,10.0,10.0,87.0,137229.0,4.0,0.0,4.0,1.0,1.0,1.0,9.0,0.0,3.0,0.0,5.137445898609123
Computer Science,Software Developer,22.0,Female,39.0,PhD,Low,4.0,8.0,94.0,37270.0,8.0,0.0,9.0,0.0,0.0,0.0,8.0,2.0,7.0,1.0,4.571359392753839
Biology,Mechanical Engineer,40.0,Male,16.0,High School,Medium,7.0,2.0,38.0,193979.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,5.287754716127268
Law,Doctor,40.0,Female,4.0,Bachelor's,Medium,6.0,3.0,80.0,196754.0,2.0,0.0,5.0,1.0,1.0,1.0,10.0,2.0,5.0,0.0,5.293923570308201
Law,Software Developer,39.0,Male,3.0,Bachelor's,Medium,2.0,3.0,28.0,144024.0,5.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,5.158434868477703
Business,Business Analyst,45.0,Male,39.0,High School,Low,4.0,2.0,33.0,134301.0,10.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,5.128079246420502
Business,Lawyer,34.0,Female,5.0,Bachelor's,Medium,8.0,7.0,25.0,185808.0,3.0,1.0,6.0,0.0,1.0,0.0,7.0,0.0,6.0,1.0,5.269064408694542
Business,Mechanical Engineer,26.0,Female,25.0,PhD,Medium,2.0,6.0,8.0,134352.0,10.0,0.0,5.0,0.0,1.0,0.0,6.0,1.0,10.0,1.0,5.12824413584175
Mechanical Engineering,Lawyer,40.0,Female,31.0,Bachelor's,High,2.0,5.0,44.0,113840.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,5.056294887076228
Law,Teacher,22.0,Female,10.0,Master's,High,6.0,3.0,26.0,75494.0,7.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,4.877912436788959
Business,Artist,35.0,Female,35.0,PhD,High,1.0,5.0,10.0,122884.0,10.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,5.08949533964751
Psychology,Biologist,24.0,Female,14.0,PhD,Low,1.0,7.0,61.0,68599.0,5.0,0.0,8.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,4.836317784837257
Mechanical Engineering,Doctor,56.0,Female,22.0,PhD,Medium,7.0,5.0,21.0,83160.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,4.919914480659432
Business,Business Analyst,54.0,Female,20.0,PhD,Medium,7.0,9.0,87.0,194801.0,3.0,0.0,8.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,5.289591181974666
Arts,Psychologist,50.0,Female,38.0,High School,High,9.0,1.0,65.0,178258.0,7.0,0.0,4.0,1.0,1.0,0.0,4.0,2.0,3.0,0.0,5.251049029563968
Education,Doctor,28.0,Female,3.0,PhD,High,6.0,3.0,35.0,73654.0,9.0,0.0,9.0,1.0,0.0,0.0,4.0,1.0,7.0,0.0,4.867196337475397
Arts,Software Developer,24.0,Male,3.0,Bachelor's,High,6.0,10.0,5.0,130020.0,5.0,0.0,10.0,0.0,0.0,1.0,6.0,1.0,9.0,0.0,5.114010161703462
Economics,Lawyer,57.0,Male,6.0,PhD,Medium,3.0,7.0,66.0,190585.0,3.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,8.0,1.0,5.280088716482893
Arts,Business Analyst,30.0,Male,19.0,High School,Medium,10.0,9.0,62.0,115392.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.062175700706289
Computer Science,Lawyer,36.0,Male,24.0,PhD,Low,9.0,5.0,13.0,90748.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.957837062374429
Medicine,Artist,20.0,Male,25.0,PhD,Low,2.0,8.0,73.0,73570.0,3.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,10.0,1.0,4.8667007560424995
Law,Lawyer,41.0,Female,13.0,High School,Medium,4.0,5.0,9.0,152250.0,10.0,0.0,7.0,0.0,0.0,0.0,8.0,2.0,6.0,1.0,5.182557301304913
Economics,Business Analyst,41.0,Female,14.0,PhD,Medium,6.0,9.0,55.0,129837.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,7.0,0.0,5.1133984721717045
Arts,Software Developer,59.0,Female,6.0,Master's,High,1.0,5.0,52.0,31699.0,3.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,4.501045561860272
Economics,Lawyer,47.0,Male,11.0,High School,High,8.0,2.0,87.0,113985.0,3.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.056847703565892
Law,Lawyer,20.0,Female,35.0,Master's,Medium,10.0,8.0,46.0,134929.0,8.0,1.0,5.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,5.130105301683909
Business,Artist,31.0,Female,36.0,High School,Low,6.0,3.0,59.0,76873.0,5.0,0.0,10.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,4.885773829918267
Economics,Artist,43.0,Female,15.0,Master's,Low,2.0,10.0,2.0,30173.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,9.0,1.0,4.4796184927627545
Computer Science,Mechanical Engineer,37.0,Female,9.0,Master's,Medium,4.0,7.0,80.0,134694.0,5.0,0.0,7.0,0.0,0.0,1.0,9.0,0.0,5.0,1.0,5.129348250326341
Medicine,Teacher,22.0,Female,28.0,Master's,Low,7.0,1.0,56.0,151700.0,10.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,7.0,1.0,5.18098558078673
Computer Science,Lawyer,47.0,Female,13.0,High School,Low,7.0,10.0,7.0,127274.0,8.0,0.0,3.0,1.0,0.0,1.0,4.0,2.0,8.0,0.0,5.1047396934431175
Computer Science,Biologist,48.0,Male,0.0,High School,Low,9.0,4.0,80.0,163646.0,10.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,5.213905394311555
Medicine,Artist,54.0,Female,11.0,High School,Medium,3.0,4.0,35.0,158300.0,9.0,0.0,10.0,1.0,0.0,0.0,7.0,2.0,2.0,1.0,5.199480914862356
Arts,Psychologist,35.0,Female,35.0,PhD,Medium,2.0,2.0,28.0,39850.0,5.0,0.0,7.0,1.0,0.0,0.0,10.0,1.0,5.0,1.0,4.600428325732131
Business,Psychologist,49.0,Male,27.0,Master's,High,1.0,5.0,65.0,157499.0,7.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,9.0,1.0,5.197277800691584
Law,Software Developer,53.0,Male,21.0,High School,Low,5.0,6.0,13.0,128669.0,8.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,7.0,1.0,5.109473925687348
Economics,Lawyer,43.0,Male,28.0,PhD,Medium,2.0,5.0,45.0,90288.0,10.0,0.0,10.0,0.0,1.0,1.0,10.0,0.0,2.0,1.0,4.955630032925966
Arts,Doctor,50.0,Female,10.0,PhD,Low,8.0,4.0,39.0,141803.0,9.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,5.151685418926481
Arts,Business Analyst,32.0,Male,3.0,Master's,High,1.0,9.0,55.0,91954.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,4.963570625799691
Psychology,Artist,40.0,Male,29.0,High School,Medium,5.0,9.0,46.0,90255.0,6.0,0.0,10.0,1.0,0.0,0.0,5.0,2.0,9.0,0.0,4.955471270547337
Computer Science,Artist,22.0,Female,37.0,PhD,Medium,2.0,5.0,83.0,32389.0,7.0,0.0,3.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,4.510397539514154
Computer Science,Psychologist,22.0,Male,11.0,Bachelor's,High,2.0,8.0,81.0,45898.0,8.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0,4.661793761618136
Biology,Economist,27.0,Female,13.0,Bachelor's,Low,6.0,4.0,6.0,107089.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,5.029744863132066
Medicine,Economist,51.0,Male,39.0,High School,High,5.0,2.0,67.0,105531.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0,0.0,5.023380053485192
Economics,Economist,52.0,Female,18.0,Master's,Low,7.0,6.0,41.0,56744.0,9.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,4.753919946840474
Law,Psychologist,38.0,Female,9.0,Master's,Low,9.0,8.0,8.0,199912.0,8.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,7.0,1.0,5.3008388640399025
Mechanical Engineering,Doctor,55.0,Male,21.0,Master's,High,8.0,9.0,94.0,167028.0,5.0,0.0,10.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,5.2227892808852205
Education,Business Analyst,33.0,Male,6.0,PhD,Medium,4.0,2.0,63.0,95025.0,7.0,0.0,2.0,0.0,0.0,1.0,10.0,1.0,8.0,1.0,4.977837878275142
Medicine,Artist,51.0,Female,38.0,Bachelor's,Medium,9.0,7.0,9.0,176463.0,8.0,0.0,7.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,5.24665365827715
Computer Science,Economist,26.0,Male,30.0,PhD,Medium,7.0,7.0,7.0,50392.0,9.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,4.7023615953418165
Psychology,Software Developer,22.0,Male,3.0,Bachelor's,Low,6.0,1.0,11.0,149139.0,9.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,5.173591226752904
Computer Science,Psychologist,38.0,Male,28.0,Master's,High,3.0,1.0,65.0,81633.0,9.0,0.0,4.0,0.0,1.0,0.0,10.0,2.0,7.0,1.0,4.9118657570470745
Arts,Artist,39.0,Male,10.0,Master's,Medium,9.0,4.0,38.0,191244.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,5.281587818687004
Computer Science,Software Developer,40.0,Female,27.0,High School,Medium,10.0,9.0,3.0,134931.0,2.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,5.130111739014109
Arts,Artist,42.0,Female,38.0,PhD,Medium,10.0,7.0,95.0,189702.0,6.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,5.278071909614994
Biology,Mechanical Engineer,44.0,Female,10.0,Master's,High,1.0,2.0,2.0,51100.0,6.0,1.0,8.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,4.708420900134713
Medicine,Economist,43.0,Male,37.0,PhD,High,8.0,1.0,90.0,63508.0,9.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,4.802828436111134
Biology,Software Developer,32.0,Male,22.0,Master's,Low,6.0,2.0,62.0,162120.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,9.0,0.0,5.209836595069656
Biology,Artist,50.0,Female,24.0,High School,High,4.0,4.0,50.0,161250.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,8.0,1.0,5.207499723307305
Medicine,Biologist,24.0,Male,3.0,Master's,High,9.0,3.0,42.0,155522.0,8.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,5.191791832609069
Education,Teacher,47.0,Female,27.0,Master's,High,1.0,5.0,67.0,126925.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,5.1035471720766425
Education,Psychologist,43.0,Female,30.0,Bachelor's,Low,9.0,8.0,40.0,113359.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,5.054456006113809
Mechanical Engineering,Artist,45.0,Male,16.0,Master's,Low,1.0,3.0,42.0,41036.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,10.0,1.0,4.613165021143942
Law,Biologist,35.0,Female,0.0,High School,Low,1.0,9.0,26.0,67510.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.0,1.0,4.82936810798882
Education,Software Developer,24.0,Female,31.0,Master's,Medium,8.0,7.0,70.0,37474.0,9.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,4.573730052453567
Economics,Teacher,49.0,Male,24.0,Master's,Low,4.0,1.0,54.0,80862.0,1.0,0.0,8.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,4.907744478751577
Economics,Software Developer,47.0,Male,2.0,Master's,Medium,1.0,5.0,21.0,168290.0,6.0,0.0,10.0,0.0,0.0,1.0,8.0,2.0,10.0,1.0,5.2260583104271126
Mechanical Engineering,Software Developer,55.0,Male,33.0,PhD,Medium,6.0,8.0,12.0,123258.0,5.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,5.090815116534275
Psychology,Software Developer,32.0,Female,26.0,High School,Low,8.0,10.0,76.0,98812.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.994809689702189
Biology,Biologist,58.0,Male,37.0,Bachelor's,High,8.0,1.0,59.0,189609.0,7.0,0.0,5.0,1.0,0.0,0.0,7.0,2.0,10.0,0.0,5.277858947757172
Business,Teacher,20.0,Male,25.0,Master's,Low,9.0,1.0,30.0,39472.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0,4.596289132145661
Psychology,Economist,40.0,Male,32.0,Bachelor's,Low,2.0,3.0,36.0,75182.0,5.0,0.0,9.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,4.876113874682004
Psychology,Mechanical Engineer,26.0,Male,5.0,Master's,Medium,6.0,1.0,18.0,79310.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,4.899327949877654
Biology,Artist,58.0,Male,9.0,PhD,High,5.0,1.0,38.0,45606.0,8.0,0.0,3.0,0.0,1.0,0.0,9.0,2.0,2.0,1.0,4.659021982916067
Medicine,Artist,27.0,Male,29.0,Bachelor's,High,2.0,1.0,24.0,129270.0,6.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.111497748808031
Education,Lawyer,58.0,Female,28.0,High School,Medium,8.0,5.0,73.0,54249.0,1.0,1.0,8.0,0.0,0.0,0.0,9.0,0.0,9.0,1.0,4.734391737018545
Psychology,Economist,50.0,Female,15.0,High School,High,6.0,8.0,92.0,104406.0,6.0,0.0,6.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,5.018725457402028
Law,Artist,25.0,Female,37.0,Bachelor's,Medium,10.0,9.0,84.0,59201.0,8.0,0.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,4.7723290427163985
Education,Software Developer,35.0,Female,14.0,Master's,Low,1.0,3.0,75.0,169188.0,5.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,10.0,1.0,5.228369556583633
Mechanical Engineering,Economist,45.0,Female,15.0,High School,High,7.0,7.0,59.0,102740.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,5.011739561388318
Education,Economist,47.0,Male,25.0,High School,Medium,2.0,5.0,82.0,106848.0,9.0,0.0,9.0,0.0,1.0,0.0,8.0,2.0,9.0,1.0,5.028766397374277
Law,Psychologist,54.0,Female,24.0,High School,Low,9.0,3.0,39.0,186397.0,2.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,5.2704389182436575
Computer Science,Psychologist,57.0,Female,33.0,High School,Low,7.0,7.0,16.0,137718.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,5.138990707067266
Medicine,Mechanical Engineer,23.0,Male,37.0,Master's,High,9.0,10.0,98.0,160110.0,7.0,0.0,9.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,5.20441845752325
Biology,Artist,36.0,Female,37.0,PhD,Medium,6.0,10.0,70.0,117248.0,5.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,5.069105443315719
Psychology,Lawyer,22.0,Female,18.0,PhD,High,4.0,5.0,59.0,94195.0,7.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,4.974027850456987
Psychology,Business Analyst,34.0,Female,17.0,Master's,High,8.0,3.0,91.0,142721.0,1.0,0.0,5.0,1.0,1.0,0.0,8.0,2.0,3.0,0.0,5.154487880004024
Biology,Mechanical Engineer,34.0,Male,38.0,High School,High,2.0,3.0,45.0,90915.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,4.958635543065691
Economics,Software Developer,45.0,Male,9.0,Master's,Medium,10.0,7.0,50.0,112298.0,4.0,0.0,6.0,1.0,0.0,0.0,10.0,1.0,10.0,0.0,5.050372021651499
Arts,Mechanical Engineer,44.0,Female,3.0,Bachelor's,High,6.0,7.0,89.0,61541.0,3.0,1.0,9.0,1.0,0.0,0.0,9.0,0.0,7.0,1.0,4.789164548963006
Computer Science,Lawyer,53.0,Female,9.0,Master's,Medium,4.0,8.0,48.0,115292.0,7.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,5.061799173067522
Medicine,Doctor,46.0,Female,19.0,Master's,Medium,4.0,7.0,75.0,97910.0,6.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,4.9908270505674786
Economics,Software Developer,25.0,Male,29.0,Master's,High,10.0,7.0,39.0,63737.0,2.0,1.0,8.0,1.0,0.0,1.0,8.0,2.0,4.0,1.0,4.804391618062917
Psychology,Lawyer,23.0,Male,16.0,High School,High,1.0,8.0,66.0,67558.0,1.0,0.0,10.0,0.0,0.0,1.0,9.0,2.0,2.0,1.0,4.8296767841520705
Law,Teacher,56.0,Male,0.0,Bachelor's,Low,2.0,9.0,86.0,127964.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,5.107087807144926
Psychology,Mechanical Engineer,45.0,Female,31.0,High School,High,7.0,5.0,31.0,47928.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,0.0,4.0,1.0,4.680589306582308
Education,Software Developer,23.0,Male,13.0,Master's,High,8.0,8.0,65.0,125077.0,4.0,0.0,5.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,5.097177456044908
Biology,Mechanical Engineer,55.0,Female,39.0,Bachelor's,High,7.0,9.0,36.0,132222.0,9.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,9.0,0.0,5.121303722045901
Education,Lawyer,49.0,Female,34.0,Bachelor's,Medium,3.0,10.0,68.0,109171.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.038107288436271
Biology,Doctor,37.0,Female,16.0,Master's,Low,3.0,9.0,64.0,66286.0,5.0,0.0,9.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,4.821421812495563
Law,Artist,31.0,Male,36.0,PhD,Medium,6.0,9.0,25.0,77152.0,2.0,0.0,3.0,1.0,0.0,1.0,9.0,1.0,3.0,0.0,4.88734718869736
Education,Software Developer,37.0,Male,24.0,Master's,Low,7.0,1.0,89.0,94766.0,9.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,4.976652549775497
Mechanical Engineering,Biologist,45.0,Female,26.0,PhD,High,8.0,6.0,80.0,153052.0,1.0,0.0,7.0,0.0,0.0,0.0,9.0,1.0,7.0,0.0,5.184839009093684
Mechanical Engineering,Artist,37.0,Female,29.0,PhD,Medium,6.0,5.0,26.0,183180.0,5.0,1.0,3.0,0.0,0.0,0.0,8.0,2.0,5.0,1.0,5.2628780546823055
Psychology,Mechanical Engineer,40.0,Female,4.0,Master's,Low,8.0,3.0,80.0,80328.0,10.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,4.904866954069383
Business,Lawyer,52.0,Male,16.0,PhD,Medium,2.0,6.0,44.0,138521.0,5.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,5.141515618113593
Arts,Lawyer,29.0,Male,38.0,PhD,High,10.0,6.0,23.0,52150.0,9.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,4.71725431276255
Medicine,Biologist,46.0,Male,33.0,Master's,Medium,5.0,4.0,71.0,119251.0,5.0,0.0,9.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,5.0764620295793295
Psychology,Mechanical Engineer,40.0,Male,38.0,PhD,Low,9.0,7.0,50.0,127777.0,10.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.106452687374612
Mechanical Engineering,Teacher,53.0,Female,15.0,Master's,High,9.0,7.0,65.0,143903.0,9.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,5.158069847931496
Medicine,Business Analyst,47.0,Male,27.0,Master's,Low,6.0,6.0,51.0,175989.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.245485523560764
Education,Economist,36.0,Male,16.0,High School,High,8.0,9.0,33.0,167136.0,10.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,5.2230700041569
Arts,Psychologist,57.0,Male,13.0,High School,Low,1.0,5.0,80.0,172483.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,5.236746297264269
Education,Mechanical Engineer,39.0,Female,3.0,Master's,Medium,9.0,7.0,36.0,75195.0,7.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,4.876188963668735
Economics,Mechanical Engineer,46.0,Female,19.0,High School,High,1.0,5.0,29.0,88371.0,8.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,4.946309769466992
Biology,Biologist,48.0,Male,23.0,High School,High,5.0,2.0,2.0,120276.0,5.0,0.0,8.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,5.080178976405419
Psychology,Teacher,41.0,Male,11.0,Master's,Medium,8.0,10.0,5.0,42132.0,2.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,7.0,1.0,4.624612075512976
Arts,Teacher,56.0,Male,36.0,High School,Medium,4.0,6.0,44.0,49120.0,2.0,0.0,6.0,1.0,0.0,1.0,9.0,2.0,5.0,1.0,4.691258358133111
Psychology,Software Developer,53.0,Female,3.0,PhD,High,9.0,2.0,50.0,35231.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,7.0,1.0,4.546924970411396
Business,Psychologist,20.0,Female,28.0,PhD,Medium,4.0,7.0,4.0,194362.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,5.288611359337742
Mechanical Engineering,Business Analyst,50.0,Female,19.0,PhD,High,1.0,10.0,29.0,140070.0,3.0,0.0,10.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,5.146345128650468
Education,Doctor,28.0,Male,26.0,Bachelor's,High,4.0,4.0,58.0,188487.0,3.0,1.0,1.0,0.0,1.0,1.0,9.0,2.0,3.0,1.0,5.27528140216538
Arts,Business Analyst,25.0,Male,26.0,Bachelor's,Low,2.0,10.0,15.0,125071.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,5.097156622243383
Arts,Doctor,37.0,Male,15.0,Master's,Low,4.0,8.0,35.0,159947.0,5.0,0.0,3.0,1.0,0.0,0.0,8.0,2.0,10.0,1.0,5.203976098776711
Psychology,Biologist,54.0,Male,38.0,PhD,High,5.0,1.0,57.0,125278.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,5.097874811477142
Education,Mechanical Engineer,21.0,Female,2.0,High School,Medium,6.0,8.0,26.0,85480.0,1.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,10.0,0.0,4.931864513492032
Medicine,Business Analyst,47.0,Male,12.0,High School,High,4.0,10.0,15.0,174669.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.242215833869156
Computer Science,Economist,47.0,Male,3.0,High School,Low,5.0,7.0,52.0,75477.0,8.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,4.877814629842942
Mechanical Engineering,Artist,21.0,Female,27.0,PhD,Low,6.0,4.0,45.0,168023.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,5.225368734638904
Economics,Business Analyst,53.0,Female,14.0,Master's,High,4.0,4.0,79.0,177850.0,7.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,5.250053869521799
Law,Lawyer,25.0,Female,13.0,PhD,Medium,9.0,7.0,57.0,136860.0,8.0,0.0,4.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,5.136276535660293
Business,Lawyer,54.0,Female,12.0,PhD,Low,7.0,9.0,68.0,90714.0,8.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,4.957674317418929
Law,Lawyer,23.0,Male,21.0,Bachelor's,Medium,2.0,4.0,41.0,185659.0,5.0,0.0,5.0,1.0,0.0,1.0,9.0,0.0,9.0,1.0,5.268716006918481
Biology,Doctor,26.0,Female,9.0,High School,High,6.0,3.0,24.0,163424.0,10.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,10.0,0.0,5.213315836175446
Economics,Software Developer,38.0,Male,16.0,High School,Low,2.0,4.0,87.0,30890.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,10.0,1.0,4.4898179083014504
Arts,Artist,32.0,Female,19.0,Bachelor's,Low,3.0,3.0,11.0,75650.0,9.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,4.878808932359205
Education,Biologist,34.0,Female,34.0,Bachelor's,Low,8.0,6.0,67.0,110069.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,5.041665020836883
Biology,Mechanical Engineer,35.0,Male,15.0,Bachelor's,Low,6.0,8.0,85.0,184184.0,2.0,1.0,10.0,1.0,0.0,1.0,9.0,1.0,6.0,1.0,5.265251900488855
Computer Science,Business Analyst,23.0,Male,23.0,Bachelor's,Low,9.0,8.0,84.0,98928.0,4.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,4.9953192291548
Law,Mechanical Engineer,54.0,Male,38.0,PhD,Low,5.0,3.0,77.0,193251.0,10.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,5.286121749903988
Medicine,Lawyer,35.0,Female,23.0,High School,Medium,2.0,2.0,53.0,140863.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,5.148796933449836
Business,Doctor,59.0,Male,0.0,High School,Medium,7.0,4.0,42.0,141767.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.151575149141719
Biology,Artist,55.0,Female,21.0,Master's,Medium,2.0,10.0,22.0,96454.0,4.0,0.0,5.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,4.984320242782457
